event_id,user_id,session_id,content_id,event_type,device_type,country,watch_seconds,event_timestamp
evt_1998,user_139,sess_197,movie_69,seek,tablet,CA,600,2026-03-08 19:49:09.880430
evt_1999,user_537,sess_207,movie_56,seek,tablet,CA,370,2026-03-10 15:22:09.880450
evt_2000,user_171,sess_229,movie_98,play,smart_tv,AU,367,2026-03-09 06:17:09.880470
evt_2001,user_127,sess_24,movie_11,complete,tablet,UK,412,2026-03-07 14:04:09.880494
evt_2002,user_350,sess_417,movie_33,complete,smart_tv,CA,31,2026-03-07 16:07:09.880515
evt_2003,user_918,sess_170,movie_95,complete,laptop,AU,548,2026-03-07 05:28:09.880533
evt_2004,user_112,sess_60,movie_103,seek,smart_tv,US,413,2026-03-07 05:53:09.880560
evt_2005,user_479,sess_386,movie_125,seek,tablet,US,57,2026-03-08 15:43:09.880578
evt_2006,user_930,sess_58,movie_37,complete,tablet,CA,53,2026-03-11 14:42:09.880596
evt_2007,user_384,sess_125,movie_90,seek,laptop,US,427,2026-03-11 08:49:09.880616
evt_2008,user_966,sess_113,movie_150,pause,smart_tv,CA,569,2026-03-05 09:30:09.880636
evt_2009,user_954,sess_334,movie_9,seek,laptop,UK,27,2026-03-06 11:36:09.880656
evt_2010,user_47,sess_340,movie_11,play,laptop,AU,475,2026-03-06 09:14:09.880676
evt_2011,user_286,sess_267,movie_16,play,smart_tv,CA,514,2026-03-09 23:02:09.880695
evt_2012,user_192,sess_438,movie_64,seek,tablet,CA,574,2026-03-07 00:43:09.880719
evt_2013,user_16,sess_235,movie_186,pause,mobile,AU,593,2026-03-07 10:10:09.880738
evt_2014,user_670,sess_82,movie_101,play,smart_tv,UK,242,2026-03-10 10:10:09.880755
evt_2015,user_907,sess_10,movie_57,seek,tablet,CA,434,2026-03-08 03:56:09.880780
evt_2016,user_152,sess_242,movie_89,play,mobile,AU,449,2026-03-10 10:45:09.880799
evt_2017,user_256,sess_20,movie_160,pause,tablet,US,418,2026-03-06 21:31:09.880824
evt_2018,user_848,sess_338,movie_30,pause,smart_tv,CA,316,2026-03-05 05:30:09.880845
evt_2019,user_617,sess_275,movie_100,seek,smart_tv,US,281,2026-03-09 12:09:09.880864
evt_2020,user_251,sess_198,movie_34,play,laptop,AU,218,2026-03-07 18:40:09.880883
evt_2021,user_68,sess_375,movie_165,seek,smart_tv,CA,24,2026-03-06 20:52:09.880903
evt_2022,user_339,sess_172,movie_140,complete,tablet,UK,273,2026-03-11 11:20:09.880920
evt_2023,user_720,sess_312,movie_25,pause,laptop,AU,501,2026-03-11 20:49:09.880942
evt_2024,user_47,sess_172,movie_9,play,smart_tv,US,44,2026-03-10 13:22:09.880960
evt_2025,user_552,sess_405,movie_49,seek,tablet,UK,281,2026-03-10 00:06:09.880978
evt_2026,user_674,sess_470,movie_91,complete,laptop,AU,54,2026-03-06 20:33:09.880997
evt_2027,user_987,sess_428,movie_97,complete,smart_tv,UK,599,2026-03-07 14:28:09.881016
evt_2028,user_996,sess_281,movie_67,seek,laptop,UK,155,2026-03-10 14:12:09.881034
evt_2029,user_765,sess_122,movie_87,play,mobile,US,316,2026-03-05 00:18:09.881058
evt_2030,user_857,sess_116,movie_180,seek,laptop,CA,144,2026-03-05 22:24:09.881076
evt_2031,user_546,sess_8,movie_40,complete,tablet,AU,258,2026-03-09 20:49:09.881099
evt_2032,user_288,sess_177,movie_161,play,tablet,UK,101,2026-03-07 08:58:09.881117
evt_2033,user_213,sess_492,movie_149,complete,mobile,AU,68,2026-03-06 09:23:09.881136
evt_2034,user_99,sess_327,movie_106,seek,laptop,US,444,2026-03-10 06:35:09.881154
evt_2035,user_103,sess_307,movie_5,complete,mobile,AU,524,2026-03-11 17:45:09.881173
evt_2036,user_340,sess_272,movie_165,play,smart_tv,AU,345,2026-03-06 12:44:09.881193
evt_2037,user_364,sess_86,movie_83,seek,laptop,UK,78,2026-03-08 17:42:09.881212
evt_2038,user_710,sess_487,movie_22,pause,mobile,UK,141,2026-03-08 10:00:09.881231
evt_2039,user_654,sess_333,movie_12,complete,laptop,US,522,2026-03-09 15:29:09.881251
evt_2040,user_345,sess_371,movie_51,play,tablet,US,275,2026-03-09 09:21:09.881269
evt_2041,user_700,sess_79,movie_191,pause,smart_tv,US,597,2026-03-07 22:53:09.881288
evt_2042,user_767,sess_227,movie_48,complete,tablet,UK,596,2026-03-11 20:30:09.881312
evt_2043,user_381,sess_123,movie_170,play,mobile,US,511,2026-03-08 15:32:09.881331
evt_2044,user_297,sess_422,movie_12,seek,tablet,US,89,2026-03-11 14:29:09.881349
evt_2045,user_333,sess_112,movie_4,seek,smart_tv,AU,374,2026-03-08 04:36:09.881368
evt_2046,user_158,sess_350,movie_173,play,laptop,CA,305,2026-03-09 15:36:09.881386
evt_2047,user_693,sess_219,movie_55,play,laptop,CA,352,2026-03-10 08:43:09.881405
evt_2048,user_957,sess_361,movie_41,play,laptop,US,43,2026-03-06 07:40:09.881424
evt_2049,user_914,sess_160,movie_96,complete,mobile,US,253,2026-03-11 01:37:09.881443
evt_2050,user_714,sess_230,movie_152,complete,mobile,AU,533,2026-03-06 21:38:09.881461
evt_2051,user_392,sess_157,movie_23,pause,tablet,CA,67,2026-03-07 04:36:09.881484
evt_2052,user_524,sess_142,movie_179,pause,smart_tv,CA,407,2026-03-07 10:35:09.881503
evt_2053,user_848,sess_372,movie_43,seek,tablet,US,86,2026-03-05 04:39:09.881522
evt_2054,user_787,sess_463,movie_189,seek,mobile,CA,392,2026-03-06 00:13:09.881539
evt_2055,user_705,sess_317,movie_119,seek,laptop,AU,234,2026-03-06 23:05:09.881562
evt_2056,user_988,sess_469,movie_97,play,smart_tv,CA,553,2026-03-08 17:45:09.881581
evt_2057,user_893,sess_247,movie_194,complete,laptop,UK,13,2026-03-07 07:38:09.881600
evt_2058,user_611,sess_473,movie_6,seek,tablet,US,350,2026-03-05 07:45:09.881620
evt_2059,user_826,sess_57,movie_73,complete,mobile,AU,149,2026-03-11 18:33:09.881640
evt_2060,user_997,sess_489,movie_65,pause,smart_tv,AU,406,2026-03-07 16:03:09.881658
evt_2061,user_694,sess_385,movie_45,pause,smart_tv,UK,197,2026-03-10 07:32:09.881676
evt_2062,user_426,sess_154,movie_5,pause,smart_tv,UK,530,2026-03-06 01:25:09.881694
evt_2063,user_17,sess_428,movie_173,seek,mobile,US,553,2026-03-08 22:37:09.881713
evt_2064,user_898,sess_6,movie_71,seek,tablet,AU,214,2026-03-08 11:22:09.881730
evt_2065,user_361,sess_466,movie_116,seek,mobile,US,469,2026-03-07 05:31:09.881787
evt_2066,user_629,sess_281,movie_63,seek,tablet,UK,401,2026-03-11 14:33:09.881821
evt_2067,user_95,sess_451,movie_187,pause,mobile,AU,410,2026-03-06 09:18:09.881841
evt_2068,user_367,sess_326,movie_164,seek,laptop,US,113,2026-03-11 01:51:09.881861
evt_2069,user_968,sess_90,movie_107,pause,tablet,AU,176,2026-03-10 22:28:09.881883
evt_2070,user_594,sess_371,movie_172,pause,smart_tv,US,27,2026-03-06 04:47:09.881909
evt_2071,user_455,sess_381,movie_69,seek,mobile,US,35,2026-03-09 18:15:09.881928
evt_2072,user_58,sess_293,movie_112,pause,smart_tv,AU,136,2026-03-07 06:44:09.881948
evt_2073,user_505,sess_425,movie_24,seek,mobile,CA,534,2026-03-09 05:09:09.881966
evt_2074,user_615,sess_452,movie_75,complete,mobile,AU,384,2026-03-10 23:22:09.881984
evt_2075,user_532,sess_250,movie_149,complete,smart_tv,CA,56,2026-03-05 03:03:09.882002
evt_2076,user_863,sess_55,movie_170,pause,mobile,AU,46,2026-03-10 12:52:09.882021
evt_2077,user_366,sess_201,movie_59,seek,tablet,UK,201,2026-03-11 03:33:09.882038
evt_2078,user_959,sess_144,movie_109,complete,tablet,AU,80,2026-03-10 13:24:09.882057
evt_2079,user_710,sess_356,movie_183,pause,mobile,CA,211,2026-03-10 16:30:09.882074
evt_2080,user_487,sess_262,movie_47,seek,tablet,UK,545,2026-03-09 09:58:09.882114
evt_2081,user_213,sess_451,movie_157,play,tablet,UK,458,2026-03-10 05:36:09.882136
evt_2082,user_9,sess_256,movie_41,pause,tablet,US,70,2026-03-09 02:46:09.882154
evt_2083,user_635,sess_386,movie_200,play,laptop,US,252,2026-03-07 02:21:09.882184
evt_2084,user_916,sess_438,movie_112,play,laptop,AU,113,2026-03-05 10:20:09.882205
evt_2085,user_904,sess_123,movie_73,play,mobile,AU,228,2026-03-11 20:51:09.882224
evt_2086,user_267,sess_357,movie_16,seek,tablet,AU,414,2026-03-08 07:26:09.882242
evt_2087,user_504,sess_149,movie_66,play,mobile,CA,266,2026-03-11 17:53:09.882262
evt_2088,user_516,sess_452,movie_192,complete,tablet,UK,188,2026-03-08 09:51:09.882281
evt_2089,user_814,sess_277,movie_197,play,mobile,US,63,2026-03-05 22:17:09.882301
evt_2090,user_102,sess_205,movie_116,play,laptop,US,266,2026-03-10 11:10:09.882325
evt_2091,user_253,sess_318,movie_143,play,smart_tv,US,301,2026-03-07 11:13:09.882346
evt_2092,user_610,sess_189,movie_68,pause,tablet,US,251,2026-03-07 14:27:09.882368
evt_2093,user_548,sess_412,movie_34,pause,laptop,CA,445,2026-03-06 13:41:09.882388
evt_2094,user_106,sess_201,movie_74,pause,mobile,CA,357,2026-03-07 11:46:09.882405
evt_2095,user_837,sess_79,movie_72,play,mobile,US,439,2026-03-06 19:13:09.882425
evt_2096,user_541,sess_27,movie_58,play,smart_tv,AU,134,2026-03-11 20:24:09.882449
evt_2097,user_477,sess_450,movie_182,play,smart_tv,US,143,2026-03-07 21:13:09.882470
evt_2098,user_428,sess_458,movie_19,play,mobile,CA,514,2026-03-08 11:01:09.882492
evt_2099,user_772,sess_451,movie_93,seek,tablet,UK,216,2026-03-06 10:46:09.882515
evt_2100,user_590,sess_104,movie_69,seek,mobile,UK,97,2026-03-05 23:42:09.882536
evt_2101,user_522,sess_26,movie_184,pause,smart_tv,AU,549,2026-03-05 14:30:09.882557
evt_2102,user_356,sess_264,movie_113,pause,mobile,CA,154,2026-03-07 06:26:09.882577
evt_2103,user_756,sess_125,movie_73,pause,smart_tv,AU,298,2026-03-08 15:16:09.882599
evt_2104,user_116,sess_55,movie_87,seek,smart_tv,US,380,2026-03-06 15:14:09.882618
evt_2105,user_997,sess_481,movie_165,complete,tablet,UK,218,2026-03-07 21:18:09.882640
evt_2106,user_998,sess_365,movie_96,play,laptop,AU,448,2026-03-09 00:59:09.882661
evt_2107,user_368,sess_482,movie_195,complete,laptop,UK,355,2026-03-09 02:49:09.882681
evt_2108,user_17,sess_378,movie_177,complete,laptop,US,371,2026-03-09 22:53:09.882702
evt_2109,user_462,sess_226,movie_145,complete,laptop,AU,593,2026-03-11 02:27:09.882733
evt_2110,user_455,sess_316,movie_25,complete,smart_tv,UK,476,2026-03-10 03:21:09.882754
evt_2111,user_463,sess_281,movie_129,complete,laptop,CA,245,2026-03-07 02:38:09.882775
evt_2112,user_625,sess_481,movie_22,seek,mobile,CA,202,2026-03-11 02:49:09.882797
evt_2113,user_545,sess_32,movie_11,complete,tablet,US,234,2026-03-05 10:09:09.882818
evt_2114,user_553,sess_448,movie_64,pause,tablet,AU,576,2026-03-05 01:35:09.882839
evt_2115,user_858,sess_436,movie_64,play,tablet,US,169,2026-03-06 23:34:09.882859
evt_2116,user_710,sess_193,movie_146,pause,tablet,UK,399,2026-03-09 12:04:09.882880
evt_2117,user_761,sess_377,movie_28,pause,laptop,UK,450,2026-03-08 16:21:09.882902
evt_2118,user_537,sess_8,movie_175,seek,tablet,UK,409,2026-03-07 22:24:09.882922
evt_2119,user_640,sess_185,movie_148,play,mobile,AU,25,2026-03-06 06:30:09.882942
evt_2120,user_842,sess_279,movie_26,pause,mobile,US,194,2026-03-09 05:53:09.882962
evt_2121,user_397,sess_251,movie_93,complete,smart_tv,US,216,2026-03-10 13:41:09.882984
evt_2122,user_726,sess_387,movie_100,play,smart_tv,UK,142,2026-03-10 10:31:09.883006
evt_2123,user_473,sess_413,movie_126,pause,mobile,UK,116,2026-03-11 13:55:09.883031
evt_2124,user_626,sess_420,movie_154,pause,smart_tv,UK,392,2026-03-09 13:25:09.883048
evt_2125,user_445,sess_163,movie_151,seek,mobile,CA,105,2026-03-11 05:05:09.883069
evt_2126,user_906,sess_236,movie_97,pause,mobile,CA,205,2026-03-08 11:25:09.883091
evt_2127,user_975,sess_422,movie_4,pause,smart_tv,UK,18,2026-03-08 06:21:09.883114
evt_2128,user_371,sess_108,movie_87,pause,smart_tv,CA,578,2026-03-08 00:31:09.883135
evt_2129,user_249,sess_82,movie_170,pause,tablet,CA,456,2026-03-09 05:08:09.883160
evt_2130,user_943,sess_88,movie_198,seek,laptop,AU,78,2026-03-07 04:03:09.883182
evt_2131,user_566,sess_299,movie_88,pause,smart_tv,US,310,2026-03-08 03:49:09.883204
evt_2132,user_81,sess_489,movie_62,complete,laptop,AU,457,2026-03-11 06:01:09.883222
evt_2133,user_674,sess_337,movie_83,play,mobile,UK,147,2026-03-07 21:09:09.883240
evt_2134,user_209,sess_178,movie_179,pause,mobile,CA,455,2026-03-05 08:44:09.883260
evt_2135,user_221,sess_66,movie_91,seek,smart_tv,CA,353,2026-03-10 06:45:09.883287
evt_2136,user_198,sess_457,movie_32,play,smart_tv,US,551,2026-03-08 16:45:09.883320
evt_2137,user_607,sess_86,movie_164,play,tablet,US,571,2026-03-06 08:33:09.883344
evt_2138,user_995,sess_479,movie_73,seek,mobile,AU,563,2026-03-10 17:55:09.883363
evt_2139,user_900,sess_180,movie_142,pause,laptop,CA,247,2026-03-09 23:49:09.883379
evt_2140,user_216,sess_483,movie_5,seek,smart_tv,UK,355,2026-03-10 04:57:09.883396
evt_2141,user_282,sess_347,movie_44,seek,smart_tv,UK,18,2026-03-08 20:38:09.883413
evt_2142,user_305,sess_242,movie_32,play,laptop,CA,499,2026-03-10 02:00:09.883429
evt_2143,user_765,sess_352,movie_174,seek,mobile,CA,218,2026-03-06 06:00:09.883445
evt_2144,user_417,sess_455,movie_89,complete,smart_tv,CA,528,2026-03-07 08:55:09.883461
evt_2145,user_118,sess_170,movie_173,play,mobile,AU,406,2026-03-09 10:01:09.883477
evt_2146,user_475,sess_140,movie_39,complete,tablet,AU,51,2026-03-09 18:37:09.883492
evt_2147,user_344,sess_307,movie_158,complete,mobile,US,259,2026-03-10 23:04:09.883510
evt_2148,user_954,sess_213,movie_181,seek,mobile,CA,96,2026-03-08 10:48:09.883533
evt_2149,user_422,sess_226,movie_200,seek,tablet,AU,576,2026-03-07 04:45:09.883555
evt_2150,user_486,sess_58,movie_78,pause,mobile,UK,452,2026-03-08 12:55:09.883572
evt_2151,user_241,sess_338,movie_90,play,laptop,CA,33,2026-03-11 03:49:09.883588
evt_2152,user_448,sess_391,movie_81,seek,laptop,AU,443,2026-03-09 14:36:09.883604
evt_2153,user_262,sess_363,movie_183,pause,smart_tv,CA,168,2026-03-05 08:08:09.883622
evt_2154,user_220,sess_284,movie_186,play,smart_tv,AU,63,2026-03-08 05:50:09.883639
evt_2155,user_831,sess_418,movie_115,complete,tablet,UK,19,2026-03-10 08:06:09.883657
evt_2156,user_903,sess_31,movie_131,pause,laptop,AU,363,2026-03-09 11:36:09.883675
evt_2157,user_254,sess_317,movie_21,pause,tablet,CA,258,2026-03-10 16:18:09.883691
evt_2158,user_527,sess_234,movie_80,play,mobile,UK,87,2026-03-10 04:58:09.883706
evt_2159,user_762,sess_14,movie_162,play,mobile,AU,291,2026-03-07 14:03:09.883721
evt_2160,user_201,sess_162,movie_130,complete,mobile,UK,193,2026-03-11 17:00:09.883738
evt_2161,user_684,sess_238,movie_58,pause,tablet,UK,578,2026-03-10 14:44:09.883756
evt_2162,user_931,sess_413,movie_83,play,laptop,AU,48,2026-03-07 14:09:09.883774
evt_2163,user_329,sess_10,movie_100,pause,smart_tv,AU,181,2026-03-10 08:43:09.883795
evt_2164,user_675,sess_492,movie_196,seek,mobile,CA,196,2026-03-09 15:25:09.883813
evt_2165,user_43,sess_146,movie_26,pause,mobile,CA,139,2026-03-10 20:28:09.883830
evt_2166,user_38,sess_304,movie_189,complete,smart_tv,UK,569,2026-03-08 18:52:09.883843
evt_2167,user_900,sess_339,movie_108,complete,tablet,US,80,2026-03-11 02:44:09.883854
evt_2168,user_135,sess_120,movie_158,play,laptop,US,560,2026-03-08 02:22:09.883879
evt_2169,user_239,sess_339,movie_45,pause,laptop,UK,351,2026-03-08 20:52:09.883892
evt_2170,user_928,sess_361,movie_139,pause,laptop,CA,77,2026-03-10 00:51:09.883903
evt_2171,user_125,sess_334,movie_34,play,laptop,AU,574,2026-03-07 11:13:09.883914
evt_2172,user_575,sess_62,movie_13,pause,smart_tv,UK,239,2026-03-05 01:02:09.883925
evt_2173,user_959,sess_477,movie_34,pause,mobile,AU,434,2026-03-10 12:27:09.883935
evt_2174,user_799,sess_159,movie_58,complete,tablet,CA,455,2026-03-10 03:07:09.883946
evt_2175,user_160,sess_466,movie_43,play,laptop,UK,320,2026-03-05 20:32:09.883956
evt_2176,user_279,sess_249,movie_59,complete,mobile,AU,449,2026-03-10 07:26:09.883968
evt_2177,user_444,sess_68,movie_123,complete,mobile,UK,177,2026-03-11 16:06:09.883980
evt_2178,user_819,sess_231,movie_52,play,laptop,CA,116,2026-03-05 09:45:09.883990
evt_2179,user_327,sess_10,movie_133,seek,smart_tv,AU,495,2026-03-05 00:47:09.884001
evt_2180,user_359,sess_85,movie_23,seek,laptop,US,240,2026-03-10 01:42:09.884011
evt_2181,user_164,sess_29,movie_76,seek,smart_tv,UK,225,2026-03-08 14:58:09.884021
evt_2182,user_607,sess_104,movie_68,complete,mobile,AU,56,2026-03-11 17:48:09.884031
evt_2183,user_539,sess_378,movie_85,play,laptop,CA,454,2026-03-09 01:02:09.884042
evt_2184,user_858,sess_292,movie_183,play,mobile,CA,123,2026-03-05 02:48:09.884052
evt_2185,user_476,sess_362,movie_69,complete,tablet,AU,61,2026-03-09 15:00:09.884063
evt_2186,user_820,sess_497,movie_79,play,smart_tv,UK,86,2026-03-09 19:19:09.884073
evt_2187,user_978,sess_311,movie_59,complete,smart_tv,US,457,2026-03-06 17:42:09.884084
evt_2188,user_902,sess_331,movie_163,pause,tablet,US,232,2026-03-10 18:17:09.884095
evt_2189,user_457,sess_301,movie_18,complete,mobile,CA,48,2026-03-10 04:29:09.884170
evt_2190,user_239,sess_440,movie_172,pause,tablet,UK,221,2026-03-08 11:55:09.884190
evt_2191,user_804,sess_162,movie_148,pause,mobile,CA,252,2026-03-10 14:23:09.884204
evt_2192,user_768,sess_36,movie_163,complete,laptop,AU,534,2026-03-06 13:12:09.884220
evt_2193,user_535,sess_463,movie_199,play,tablet,AU,341,2026-03-05 07:17:09.884237
evt_2194,user_385,sess_42,movie_118,play,laptop,AU,442,2026-03-05 11:00:09.884256
evt_2195,user_72,sess_200,movie_80,complete,smart_tv,CA,113,2026-03-08 06:41:09.884275
evt_2196,user_831,sess_27,movie_169,seek,tablet,AU,291,2026-03-11 04:19:09.884290
evt_2197,user_479,sess_29,movie_54,pause,mobile,US,223,2026-03-11 06:21:09.884307
evt_2198,user_340,sess_499,movie_174,play,laptop,UK,467,2026-03-07 21:16:09.884327
evt_2199,user_255,sess_151,movie_145,seek,smart_tv,US,155,2026-03-07 20:15:09.884346
evt_2200,user_744,sess_121,movie_29,pause,mobile,CA,219,2026-03-07 09:07:09.884364
evt_2201,user_511,sess_424,movie_58,pause,smart_tv,US,291,2026-03-07 19:33:09.884387
evt_2202,user_933,sess_335,movie_53,play,laptop,US,25,2026-03-05 13:57:09.884403
evt_2203,user_339,sess_140,movie_128,pause,laptop,CA,97,2026-03-08 01:40:09.884422
evt_2204,user_476,sess_214,movie_97,seek,laptop,UK,512,2026-03-05 21:34:09.884443
evt_2205,user_575,sess_199,movie_112,pause,mobile,UK,443,2026-03-06 01:51:09.884461
evt_2206,user_904,sess_443,movie_153,pause,smart_tv,CA,433,2026-03-11 08:50:09.884479
evt_2207,user_755,sess_99,movie_192,pause,mobile,CA,240,2026-03-11 16:43:09.884500
evt_2208,user_959,sess_348,movie_55,pause,smart_tv,CA,329,2026-03-10 23:56:09.884517
evt_2209,user_350,sess_266,movie_40,seek,laptop,AU,362,2026-03-05 13:05:09.884537
evt_2210,user_442,sess_363,movie_49,play,tablet,US,356,2026-03-08 23:37:09.884554
evt_2211,user_509,sess_457,movie_108,play,mobile,US,260,2026-03-08 21:27:09.884571
evt_2212,user_857,sess_40,movie_132,pause,tablet,UK,420,2026-03-10 22:48:09.884589
evt_2213,user_39,sess_159,movie_22,complete,tablet,UK,525,2026-03-06 16:43:09.884607
evt_2214,user_897,sess_61,movie_108,play,mobile,US,84,2026-03-06 15:16:09.884625
evt_2215,user_982,sess_25,movie_62,pause,mobile,CA,531,2026-03-09 05:54:09.884645
evt_2216,user_758,sess_284,movie_146,seek,smart_tv,US,111,2026-03-08 22:11:09.884665
evt_2217,user_889,sess_124,movie_66,play,mobile,CA,236,2026-03-07 18:05:09.884684
evt_2218,user_691,sess_465,movie_141,play,laptop,CA,594,2026-03-09 05:40:09.884704
evt_2219,user_755,sess_305,movie_121,pause,mobile,UK,256,2026-03-11 16:58:09.884723
evt_2220,user_814,sess_162,movie_163,complete,mobile,CA,532,2026-03-10 14:42:09.884744
evt_2221,user_950,sess_232,movie_117,play,laptop,AU,545,2026-03-09 10:19:09.884763
evt_2222,user_10,sess_224,movie_190,complete,tablet,US,413,2026-03-06 06:23:09.884783
evt_2223,user_130,sess_487,movie_1,play,tablet,CA,540,2026-03-09 18:55:09.884801
evt_2224,user_251,sess_344,movie_175,seek,mobile,UK,530,2026-03-11 14:27:09.884819
evt_2225,user_994,sess_496,movie_70,complete,tablet,US,43,2026-03-07 00:40:09.884839
evt_2226,user_480,sess_422,movie_61,seek,smart_tv,CA,461,2026-03-11 21:47:09.884859
evt_2227,user_609,sess_175,movie_43,seek,tablet,US,525,2026-03-08 22:14:09.884878
evt_2228,user_931,sess_51,movie_84,play,smart_tv,AU,307,2026-03-10 21:55:09.884898
evt_2229,user_861,sess_106,movie_103,pause,tablet,AU,572,2026-03-11 06:28:09.884918
evt_2230,user_711,sess_480,movie_117,play,mobile,AU,144,2026-03-07 09:53:09.884938
evt_2231,user_826,sess_480,movie_24,play,smart_tv,UK,69,2026-03-06 09:29:09.884960
evt_2232,user_148,sess_458,movie_46,pause,tablet,CA,460,2026-03-07 16:23:09.884978
evt_2233,user_581,sess_111,movie_4,seek,mobile,UK,375,2026-03-05 21:52:09.884998
evt_2234,user_5,sess_34,movie_151,play,mobile,US,180,2026-03-08 06:20:09.885017
evt_2235,user_315,sess_348,movie_139,play,laptop,CA,391,2026-03-05 13:40:09.885037
evt_2236,user_393,sess_168,movie_98,pause,mobile,US,568,2026-03-11 04:55:09.885057
evt_2237,user_344,sess_160,movie_149,pause,laptop,UK,572,2026-03-09 10:42:09.885078
evt_2238,user_320,sess_474,movie_105,seek,tablet,AU,80,2026-03-10 02:29:09.885098
evt_2239,user_794,sess_348,movie_131,play,mobile,UK,87,2026-03-06 04:28:09.885118
evt_2240,user_228,sess_162,movie_62,seek,mobile,UK,569,2026-03-11 18:13:09.885137
evt_2241,user_829,sess_446,movie_10,pause,mobile,US,301,2026-03-05 14:15:09.885157
evt_2242,user_460,sess_109,movie_185,seek,mobile,CA,445,2026-03-10 16:05:09.885176
evt_2243,user_910,sess_215,movie_2,seek,tablet,CA,46,2026-03-05 14:55:09.885196
evt_2244,user_83,sess_69,movie_159,play,mobile,UK,104,2026-03-10 14:14:09.885215
evt_2245,user_912,sess_313,movie_144,complete,mobile,AU,302,2026-03-06 10:18:09.885236
evt_2246,user_695,sess_399,movie_98,seek,smart_tv,CA,551,2026-03-11 18:25:09.885257
evt_2247,user_951,sess_135,movie_77,play,mobile,UK,228,2026-03-07 15:29:09.885277
evt_2248,user_774,sess_65,movie_155,play,smart_tv,CA,370,2026-03-09 11:47:09.885296
evt_2249,user_855,sess_465,movie_174,seek,mobile,UK,550,2026-03-06 02:42:09.885316
evt_2250,user_346,sess_457,movie_58,play,smart_tv,UK,557,2026-03-10 13:37:09.885337
evt_2251,user_574,sess_449,movie_168,complete,tablet,US,131,2026-03-11 03:10:09.885358
evt_2252,user_174,sess_312,movie_200,seek,tablet,CA,574,2026-03-05 03:33:09.885378
evt_2253,user_749,sess_207,movie_42,seek,mobile,US,479,2026-03-09 06:30:09.885398
evt_2254,user_469,sess_226,movie_39,pause,smart_tv,UK,305,2026-03-11 14:41:09.885417
evt_2255,user_592,sess_235,movie_13,play,tablet,CA,351,2026-03-10 20:48:09.885436
evt_2256,user_408,sess_129,movie_33,play,mobile,UK,291,2026-03-05 18:48:09.885455
evt_2257,user_242,sess_247,movie_18,seek,tablet,UK,595,2026-03-08 10:38:09.885475
evt_2258,user_565,sess_223,movie_176,seek,smart_tv,UK,486,2026-03-11 18:59:09.885496
evt_2259,user_58,sess_475,movie_53,complete,laptop,UK,144,2026-03-11 05:59:09.885515
evt_2260,user_546,sess_209,movie_42,seek,tablet,AU,267,2026-03-07 21:37:09.885535
evt_2261,user_911,sess_112,movie_186,pause,smart_tv,UK,42,2026-03-07 23:29:09.885555
evt_2262,user_979,sess_430,movie_130,play,tablet,CA,574,2026-03-09 02:04:09.885575
evt_2263,user_865,sess_116,movie_128,pause,laptop,AU,342,2026-03-06 08:28:09.885594
evt_2264,user_434,sess_204,movie_176,pause,laptop,UK,279,2026-03-09 15:53:09.885614
evt_2265,user_938,sess_421,movie_170,pause,laptop,AU,393,2026-03-11 11:46:09.885635
evt_2266,user_952,sess_175,movie_171,seek,laptop,UK,39,2026-03-11 09:22:09.885654
evt_2267,user_525,sess_175,movie_26,complete,smart_tv,UK,159,2026-03-07 23:31:09.885675
evt_2268,user_295,sess_484,movie_146,play,mobile,CA,173,2026-03-10 09:44:09.885694
evt_2269,user_312,sess_69,movie_111,complete,mobile,CA,267,2026-03-07 06:19:09.885716
evt_2270,user_383,sess_138,movie_175,play,mobile,AU,285,2026-03-10 12:42:09.885743
evt_2271,user_784,sess_81,movie_140,pause,tablet,CA,593,2026-03-06 14:01:09.885765
evt_2272,user_756,sess_52,movie_35,seek,tablet,UK,114,2026-03-09 22:31:09.885786
evt_2273,user_625,sess_482,movie_189,complete,tablet,AU,468,2026-03-05 13:52:09.885811
evt_2274,user_6,sess_346,movie_22,play,mobile,AU,152,2026-03-08 22:23:09.885830
evt_2275,user_42,sess_409,movie_91,pause,smart_tv,US,316,2026-03-10 16:10:09.885850
evt_2276,user_76,sess_260,movie_23,seek,smart_tv,US,496,2026-03-09 08:09:09.885869
evt_2277,user_641,sess_285,movie_60,pause,smart_tv,UK,589,2026-03-09 07:45:09.885890
evt_2278,user_778,sess_149,movie_135,pause,laptop,UK,442,2026-03-10 23:45:09.885909
evt_2279,user_938,sess_285,movie_175,complete,smart_tv,CA,423,2026-03-11 16:01:09.885929
evt_2280,user_722,sess_416,movie_158,pause,smart_tv,US,447,2026-03-09 19:09:09.885949
evt_2281,user_563,sess_386,movie_111,seek,laptop,CA,33,2026-03-06 22:48:09.885969
evt_2282,user_892,sess_235,movie_32,seek,tablet,US,252,2026-03-11 18:39:09.885988
evt_2283,user_782,sess_91,movie_13,complete,tablet,US,540,2026-03-11 06:19:09.886008
evt_2284,user_811,sess_191,movie_21,play,mobile,US,309,2026-03-05 03:37:09.886028
evt_2285,user_282,sess_482,movie_7,pause,smart_tv,CA,65,2026-03-10 09:34:09.886055
evt_2286,user_477,sess_292,movie_83,pause,mobile,CA,303,2026-03-05 01:04:09.886075
evt_2287,user_130,sess_61,movie_30,complete,laptop,CA,369,2026-03-05 07:17:09.886094
